Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Raffy Lopez (10782100),Raffy Lopez,10782100,C,2700,SD@MIA 06/09/2018 04:10PM ET,SD,5
2B,Carlos Asuaje (10782137),Carlos Asuaje,10782137,2B,2700,SD@MIA 06/09/2018 04:10PM ET,SD,3.33
OF,Magneuris Sierra (10782139),Magneuris Sierra,10782139,OF,2700,SD@MIA 06/09/2018 04:10PM ET,MIA,0
OF,Braxton Lee (10782155),Braxton Lee,10782155,OF,2700,SD@MIA 06/09/2018 04:10PM ET,MIA,1.88
2B,Ryan Goins (10782206),Ryan Goins,10782206,2B,2700,KC@OAK 06/09/2018 04:05PM ET,KC,3.68
C,Sean Murphy (10782269),Sean Murphy,10782269,C,2700,KC@OAK 06/09/2018 04:05PM ET,OAK,0
C,Mike Ohlman (10781672),Mike Ohlman,10781672,C,2600,CWS@BOS 06/09/2018 04:05PM ET,BOS,0
2B/3B,Marco Hernandez (10781691),Marco Hernandez,10781691,2B/3B,2600,CWS@BOS 06/09/2018 04:05PM ET,BOS,0
C,Jesus Sucre (10781764),Jesus Sucre,10781764,C,2600,SEA@TB 06/09/2018 04:10PM ET,TB,3.14
SS,Zach Vincej (10781818),Zach Vincej,10781818,SS,2600,SEA@TB 06/09/2018 04:10PM ET,SEA,0
1B,Evan White (10781848),Evan White,10781848,1B,2600,SEA@TB 06/09/2018 04:10PM ET,SEA,0
C,Steven Baron (10781871),Steven Baron,10781871,C,2600,STL@CIN 06/09/2018 04:10PM ET,STL,1.5
3B/SS,Dusty Coleman (10782079),Dusty Coleman,10782079,3B/SS,2600,SD@MIA 06/09/2018 04:10PM ET,SD,0
2B/SS,Yadiel Rivera (10782102),Yadiel Rivera,10782102,2B/SS,2600,SD@MIA 06/09/2018 04:10PM ET,MIA,1.51
C,Drew Butera (10782178),Drew Butera,10782178,C,2600,KC@OAK 06/09/2018 04:05PM ET,KC,3.71
C,Bruce Maxwell (10782243),Bruce Maxwell,10782243,C,2600,KC@OAK 06/09/2018 04:05PM ET,OAK,3.94
OF,Seuly Matias (10782272),Seuly Matias,10782272,OF,2600,KC@OAK 06/09/2018 04:05PM ET,KC,0
